,question_cod,question,all_alternatives,correct_alt,year,context,wrong_correct,correct_alternative,wrong_alternative
116,Q27348,"Considerando as ideias e os aspectos linguísticos do texto precedente, julgue o item a seguir.
Em “Para se vacinar, as pessoas precisam de documento de identidade e carteiras do SUS e de vacinação” (R. 4 a 6), a preposição “Para” exerce o papel de conectivo e introduz uma oração que expressa finalidade.",Errado | Certo,c,2018,,2,Certo,Errado
117,Q27357,"Julgue o item seguinte, a respeito do texto precedente.Do quinto ao nono verso do poema, a repetição do pronome relativo tem o efeito de reforçar a ideia expressa pelo eu lírico: ele não é afeito a novidades.",Errado | Certo,e,2018,,2,Certo,Errado
118,Q27358,"Com base no texto precedente, julgue o seguinte item.
No primeiro parágrafo do texto, o verbo “conceber"" (R.1) veicula o mesmo sentido de gerar.",Errado | Certo,e,2018,,2,Certo,Errado
119,Q27359,"No que diz respeito às construções linguísticas do texto 11A3CCC, julgue o item subsequente.
Sem prejuízo para a correção gramatical e para o sentido do texto, o trecho “Mesmo atualmente, quando os estudos linguísticos se acostumaram a observar, descrever e explicar os recursos da língua e seus usos nas variedades orais e escritas não literárias"" (R. 31 a 34) poderia ser reescrito da seguinte forma: Ainda nos dias de hoje em que a linguística acostumou a fazer a observação, a descrição e a explicação dos recursos da língua usados em variedades orais e escritas não literárias.",Errado | Certo,e,2018,,2,Certo,Errado
120,Q27360,"Considerando o texto precedente e as competências e habilidades a serem desenvolvidas em língua portuguesa conforme os Parâmetros Curriculares Nacionais do Ensino Médio (PCNEM), julgue o item a seguir.

Por estarem em desacordo com a norma-padrão, não devem ser aceitas, no âmbito da sala de aula, sentenças como Te darei uma resposta.",Errado | Certo,e,2018,,2,Certo,Errado
121,Q27362,"No que se refere a competências e habilidades a serem desenvolvidas em língua portuguesa conforme os PCNEM, julgue o próximo item.
Para que os estudantes possam exercer plenamente sua expressividade, além de reconhecer pontos de vista diferentes, o professor, tendo como meta a organização de textos, deve deixá-los falar/escrever de várias formas.",Errado | Certo,c,2018,,2,Certo,Errado
122,Q27363,"Com relação aos aspectos linguísticos do texto 11A3AAA, julgue o item seguinte.
O emprego da expressão “outros ofícios” (R.8) indica que, além de ser amanuense, Seu Borjalino exerceu outras atividades na Prefeitura de Macajuba.",Errado | Certo,e,2018,,2,Certo,Errado
123,Q27364,"Com relação às ideias e à textualidade do texto 11A3CCC, julgue o seguinte item.
Com relação aos fatores de coerência textual, o segundo parágrafo do texto caracteriza-se pela intertextualidade.",Errado | Certo,c,2018,,2,Certo,Errado
124,Q27365,"Com relação aos aspectos linguísticos do texto 11A3BBB, julgue o seguinte item.
A omissão do trecho “que ela melhorou” (R. 6 e 7) não comprometeria a coerência e coesão do texto.",Errado | Certo,c,2018,,2,Certo,Errado
125,Q27857,"A respeito dos aspectos linguísticos do texto CB2A1AAA, julgue os seguintes itens.A palavra “Agora” (R.12) exprime uma circunstância temporal.",Errado | Certo,e,2018,,2,Certo,Errado
126,Q31304,"Acerca das propriedades linguísticas do texto precedente, julgue os itens subsequentes.
No trecho “Diga não às 'corrupções' do dia a dia"", seria correto o emprego do sinal indicativo de crase no vocábulo “a"" em “dia a dia"".",Errado | Certo,e,2018,,2,Certo,Errado
130,Q32772,"Com relação aos sentidos e aos aspectos gramaticais do texto CB1A1BBB, julgue os itens que se seguem.

Mantendo-se a correção gramatical e os sentidos originais do texto, a forma verbal “deseje"" (R.18) poderia ser substituída por aspire a.",Errado | Certo,c,2018,,2,Certo,Errado
131,Q32773,"Julgue o iten a seguir, com relação às ideias e aos aspectos linguísticos do texto CB1A1AAA, no qual a autora Matilde Campilho aborda a descoberta, em 1953, da estrutura da molécula do DNA, correalizada pelos cientistas James Watson e Francis Crick.

A substituição da expressão “e olha que eu moro bem no meio das montanhas"" (R. 18 e 19) por embora eu more entre montanhas manteria a coerência do trecho no qual se insere, mas alteraria seu nível de formalidade.",Errado | Certo,c,2018,,2,Certo,Errado
132,Q32783,"Julgue o item a seguir, com relação às ideias e aos aspectos linguísticos do texto CB1A1AAA, no qual a autora Matilde Campilho aborda a descoberta, em 1953, da estrutura da molécula do DNA, correalizada pelos cientistas James Watson e Francis Crick.A forma verbal “termine” (R.5), que denota uma ação incerta ou irreal, foi empregada para indicar que a carta que Crick escreveu a seu filho, na realidade, não se encerra com as palavras ‘Muito amor, papai’ (R. 5 e 6).",Errado | Certo,e,2018,,2,Certo,Errado
133,Q32842,"Com relação aos sentidos e aos aspectos gramaticais do texto CB4A1BBB, julgue o item que se segue.
Ao mencionar o “que poderia ter sido” (R.31), a autora refere-se a uma vida de liberdade, na natureza, na qual, entre outras ações, os tigres-de-bengala poderiam caçar sua própria comida",Errado | Certo,c,2018,,2,Certo,Errado
134,Q32845,"Com relação aos sentidos e aos aspectos gramaticais do texto CB4A1BBB, julgue o item que se segue.

Sem prejudicar a correção gramatical tampouco alterar o sentido do trecho, a expressão “serve para"" (R.10) poderia ser substituída por convém à.",Errado | Certo,e,2018,,2,Certo,Errado
135,Q32855,"Com relação às ideias e aos aspectos linguísticos do texto CB4A1AAA, julgue o item a seguir.

Sem prejuízo à correção gramatical e aos sentidos originais do texto, o termo “encadeados"" (R.4) poderia ser substituído pela oração que se encadeiam.",Errado | Certo,c,2018,,2,Certo,Errado
136,Q32904,"Com relação às ideias e aos aspectos linguísticos do texto CB4A1AAA, julgue o item a seguir.
Sem prejuízo à correção gramatical e aos sentidos originais do texto, o termo “encadeados"" (R.4) poderia ser substituído pela oração que se encadeiam.",Errado | Certo,c,2018,,2,Certo,Errado
137,Q32905,"Com relação aos sentidos e aos aspectos gramaticais do texto CB4A1BBB, julgue o item que se seguem.A correção gramatical e o sentido original do texto seriam preservados caso o período “Ele pode então (...) sua vida” (R. 14 e 15) fosse assim reescrito: Para o apartamento financiado em quinze anos, pode ele voltar então, contente com sua vida.",Errado | Certo,c,2018,,2,Certo,Errado
138,Q32921,"Com relação aos sentidos e aos aspectos gramaticais do texto CB4A1BBB, julgue o item que se seguem.Ao empregar o termo “nem sequer” (R.26), a autora reforça a contraposição entre adivinhar “as selvas úmidas da Ásia” (R. 25 e 26) e não reconhecer as estrelas.",Errado | Certo,c,2018,,2,Certo,Errado
139,Q32961,"Julgue os itens a seguir, com relação às ideias e aos aspectos linguísticos do texto CB1A1AAA, no qual a autora Matilde Campilho aborda a descoberta, em 1953, da estrutura da molécula do DNA, correalizada pelos cientistas James Watson e Francis Crick.
A forma verbal “termine” (R.5), que denota uma ação incerta ou irreal, foi empregada para indicar que a carta que Crick escreveu a seu filho, na realidade, não se encerra com as palavras ‘Muito amor, papai’ (R. 5 e 6).",Errado | Certo,e,2018,,2,Certo,Errado
140,Q33781,"A respeito dos aspectos linguísticos do texto CB4A1AAA, julgue o próximo item.
O sujeito da forma verbal “têm” (R.16) está elíptico e retoma “cada um desses autores” (R.14).",Errado | Certo,e,2018,,2,Certo,Errado
141,Q33787,"Julgue o seguinte item, relativo aos sentidos e às ideias do texto CB4A1AAA.Para o autor do texto, uma correta definição do termo justiça e a compreensão de sua manifestação social são imprescindíveis para que se possam traçar soluções adequadas a cada tipo de sociedade.",Errado | Certo,e,2018,,2,Certo,Errado
142,Q33796,"Com relação às ideias e aos aspectos linguísticos do texto CB1A1AAA, julgue o próximo item.No terceiro parágrafo, com o emprego de “porém” (R.17), o autor expressa uma oposição entre a ideia de “racionalização e secularização” (R.16) do conceito de dignidade humana e a manutenção da “igualdade de todos os homens em dignidade e liberdade” (R. 17 e 18).",Errado | Certo,e,2018,,2,Certo,Errado
143,Q33811,"Acerca do texto CB1A1BBB e de seus aspectos linguísticos, julgue o item que se segue.
Mantendo-se a correção gramatical e os sentidos do texto, o último período poderia ser reescrito da seguinte forma: Considerando esses pressupostos como obviamente ligados a noção ocidental de dignidade humana, que se diferencia das de outras culturas, a pergunta a ser feita é: porque a universalidade dos direitos humanos é uma questão que tornou-se tão inflamadamente debatida?",Errado | Certo,e,2018,,2,Certo,Errado
144,Q33812,"Com base no texto CB1A1CCC, escrito por uma juíza acerca de casos de violência doméstica, julgue o item a seguir.No terceiro parágrafo, fica clara a importância da linguagem nas audiências judiciais, momento em que as vítimas têm a oportunidade de desabafar, e os juízes, como a autora do texto, de lhes explicar o trâmite da ação.",Errado | Certo,e,2018,,2,Certo,Errado
145,Q33815,"A respeito dos aspectos linguísticos do texto CB4A1AAA, julgue o próximo item.A correção gramatical e os sentidos do texto seriam preservados se o seu último período fosse reescrito da seguinte maneira: Em síntese, os autores argumentam a favor de instrumentos variados para a solução da injustiça e dependem da interpretação de cada um desses instrumentos relativos ao conceito de justiça.",Errado | Certo,e,2018,,2,Certo,Errado
146,Q33842,"Julgue o seguinte item, relativo aos sentidos e às ideias do texto CB4A1AAA.
Para o autor do texto, uma correta definição do termo justiça e a compreensão de sua manifestação social são imprescindíveis para que se possam traçar soluções adequadas a cada tipo de sociedade.",Errado | Certo,e,2018,,2,Certo,Errado
147,Q34044,"Considerando os aspectos gramaticais do texto CB1A1BBB, julgue o item seguinte.
O trecho “como ocorre em qualquer relação pedagógica” (R. 12 e 13) foi apresentado entre vírgulas pelo fato de se tratar de uma oração intercalada.",Errado | Certo,c,2018,,2,Certo,Errado
148,Q34079,"Considerando as ideias expressas no texto CB1A1AAA e a sua tipologia, julgue o item a seguir.
De acordo com o texto, uma das possíveis falhas dos programas de formação de professores é a continuidade de um modelo tradicional de transferência de conteúdos.",Errado | Certo,c,2018,,2,Certo,Errado
149,Q34080,"Considerando as ideias e os aspectos linguísticos do texto CB1A1BBB, julgue o item que se segue.
A tarefa criadora do alfabetizador, de acordo com o texto, é aspecto central da alfabetização.",Errado | Certo,e,2018,,2,Certo,Errado
150,Q34143,"Julgue o seguinte item, com relação aos aspectos gramaticais do texto CB1A1AAA.

Sem prejuízo da correção gramatical do texto, a locução “Por que"" poderia ser substituída por Porque no trecho “Por que falharam os programas de formação?"" (R.16).",Errado | Certo,e,2018,,2,Certo,Errado
151,Q34458,"A respeito do trecho do conto apresentado, julgue o próximo item.
Tanto em “recebeu Camilo este bilhete de Vilela"" (R. 1 e 2) quanto em “tirou um cacho destas"" (R.7), os pronomes demonstrativos foram empregados para retomar termos antecedentes.",Errado | Certo,e,2018,,2,Certo,Errado
152,Q34459,"No que se refere ao texto precedente, julgue o item que se segue.
O trecho “Em verdade vos digo que toda a sabedoria humana não vale um par de botas curtas” (R. 12 e 13) expressa um fato constatado pelo narrador quando descalçou suas botas.",Errado | Certo,e,2018,,2,Certo,Errado
153,Q34460,"Considerando as ideias e os aspectos linguísticos do texto precedente, julgue o item a seguir.
O propósito central do texto é convencer os leitores a se vacinarem contra a febre amarela.",Errado | Certo,e,2018,,2,Certo,Errado
154,Q34462,"Com base no texto precedente, julgue o seguinte item.Depreende-se do texto que bens materiais em nada dignificam o homem, podendo somente a razão pode fazê-lo.",Errado | Certo,c,2018,,2,Certo,Errado
155,Q34522,"Considerando o texto precedente e as competências e habilidades a serem desenvolvidas em língua portuguesa conforme os Parâmetros Curriculares Nacionais do Ensino Médio (PCNEM), julgue o item a seguir.
O ensino da língua portuguesa na sala de aula busca perpetuar a variedade padrão da língua portuguesa, independentemente do seu exercício na vida social, e permitir que o aluno seja capaz de empregá-la em situação formal de fala ou escrita.",Errado | Certo,e,2018,,2,Certo,Errado
156,Q34523,"No que diz respeito às construções linguísticas do texto 11A3CCC, julgue o item subsequente.
Na linha 19, a contração “pelas"" poderia ser substituída por com as, mantendo-se a correção gramatical e o sentido do texto.",Errado | Certo,c,2018,,2,Certo,Errado
157,Q34524,"Considerando o texto precedente e as competências e habilidades a serem desenvolvidas em língua portuguesa conforme os Parâmetros Curriculares Nacionais do Ensino Médio (PCNEM), julgue o item a seguir.
Para que o estudante seja capaz de considerar a língua portuguesa como fonte de legitimação de acordos e condutas sociais, cabe, em sala de aula, o trabalho com textos, devendo o professor propor práticas de leitura, de produção escrita e de análise linguística, embora possa ser dispensada a verbalização.",Errado | Certo,e,2018,,2,Certo,Errado
158,Q34525,"No que se refere a competências e habilidades a serem desenvolvidas em língua portuguesa conforme os PCNEM, julgue o próximo item.
De acordo com os PCNEM, o estudo da gramática deve servir como estratégia para a compreensão, interpretação e produção de textos, e a literatura deve integrar-se à área de leitura.",Errado | Certo,c,2018,,2,Certo,Errado
